Date,Team,2021,Home,Away
2021-12-17,E Kentucky,34.9,32.5,36.8
2021-12-17,St. Thomas (MN),32.8,32.0,32.9
2021-12-17,VA Military,32.8,29.0,33.3
2021-12-17,Oral Roberts,32.4,35.3,30.6
2021-12-17,W Carolina,31.9,31.3,32.1
2021-12-17,Samford,30.9,36.0,28.8
2021-12-17,Villanova,30.0,28.3,30.7
2021-12-17,Citadel,29.5,29.0,29.6
2021-12-17,Bryant,29.4,27.0,30.0
2021-12-17,Lafayette,29.4,29.3,29.5
2021-12-17,Colgate,29.0,26.7,30.0
2021-12-17,Florida Intl,29.0,26.8,30.5
2021-12-17,W Illinois,28.9,27.7,29.6
2021-12-17,Princeton,28.8,27.6,29.8
2021-12-17,Coppin State,28.7,31.5,28.3
2021-12-17,Seattle,28.7,28.8,28.5
2021-12-17,Alabama,28.7,30.8,26.6
2021-12-17,Hofstra,28.7,27.3,29.3
2021-12-17,Furman,28.6,25.8,30.5
2021-12-17,Fla Gulf Cst,28.5,26.5,31.5
2021-12-17,Tennessee,28.5,28.8,28.0
2021-12-17,Cornell,28.4,32.0,26.2
2021-12-17,IL-Chicago,28.3,31.7,26.7
2021-12-17,Auburn,28.2,29.4,27.0
2021-12-17,Liberty,28.0,29.7,27.0
2021-12-17,San Fransco,28.0,29.6,21.5
2021-12-17,Sam Hous St,27.9,23.0,28.6
2021-12-17,U Mass,27.8,24.6,30.5
2021-12-17,Dartmouth,27.6,23.0,29.2
2021-12-17,Rice,27.5,26.8,28.0
2021-12-17,NC-Wilmgton,27.4,26.5,27.8
2021-12-17,St Josephs,27.4,25.7,31.3
2021-12-17,Harvard,27.1,31.0,24.3
2021-12-17,Charl South,27.1,30.5,26.0
2021-12-17,Geo Mason,27.1,26.4,27.8
2021-12-17,Evansville,27.1,23.8,29.0
2021-12-17,U Penn,27.1,28.5,26.8
2021-12-17,Quinnipiac,27.0,26.8,27.3
2021-12-17,Detroit,27.0,36.0,26.0
2021-12-17,Wofford,26.9,25.3,28.2
2021-12-17,E Tenn St,26.9,26.7,27.0
2021-12-17,Richmond,26.7,29.3,25.0
2021-12-17,Yale,26.7,26.2,27.0
2021-12-17,Ark Pine Bl,26.6,19.0,27.4
2021-12-17,S Utah,26.6,19.0,27.7
2021-12-17,Marquette,26.5,24.0,29.6
2021-12-17,Elon,26.3,28.0,25.5
2021-12-17,Belmont,26.3,29.0,25.0
2021-12-17,Maryland BC,26.3,25.7,26.6
2021-12-17,W Michigan,26.3,23.0,26.8
2021-12-17,Fordham,26.3,25.6,26.7
2021-12-17,Vanderbilt,26.2,25.7,28.0
2021-12-17,Canisius,26.2,27.8,25.2
2021-12-17,North Dakota,26.0,28.0,25.1
2021-12-17,SE Louisiana,26.0,--,26.0
2021-12-17,Louisville,25.9,25.8,26.0
2021-12-17,Ohio,25.9,24.6,27.5
2021-12-17,LIU,25.9,38.0,24.1
2021-12-17,N Iowa,25.9,21.8,31.3
2021-12-17,N Colorado,25.8,22.0,27.4
2021-12-17,Stony Brook,25.8,26.5,24.8
2021-12-17,Illinois,25.8,26.8,24.3
2021-12-17,Mercer,25.8,20.0,27.4
2021-12-17,E Washingtn,25.8,31.0,25.1
2021-12-17,Bowling Grn,25.8,28.7,24.0
2021-12-17,Miami (OH),25.7,26.0,25.5
2021-12-17,Austin Peay,25.7,--,25.7
2021-12-17,Col Charlestn,25.6,27.3,23.6
2021-12-17,Utah State,25.5,26.8,24.7
2021-12-17,Hartford,25.5,28.5,24.8
2021-12-17,Wash State,25.5,24.9,27.0
2021-12-17,Middle Tenn,25.4,24.0,26.2
2021-12-17,Buffalo,25.4,32.0,24.3
2021-12-17,Iowa,25.3,26.3,23.0
2021-12-17,Nebraska,25.3,24.6,27.0
2021-12-17,N Kentucky,25.1,21.8,29.7
2021-12-17,Loyola-Chi,25.1,25.4,24.8
2021-12-17,Sacred Hrt,24.9,19.0,26.4
2021-12-17,Florida,24.9,27.5,21.0
2021-12-17,La Salle,24.9,25.2,24.3
2021-12-17,Indiana St,24.9,28.0,24.5
2021-12-17,Notre Dame,24.9,26.7,23.5
2021-12-17,UNLV,24.8,26.0,22.8
2021-12-17,Arizona,24.8,24.8,24.8
2021-12-17,Ball State,24.8,26.0,24.3
2021-12-17,N Hampshire,24.7,26.0,24.2
2021-12-17,N Florida,24.7,29.0,24.2
2021-12-17,App State,24.7,27.0,23.5
2021-12-17,IPFW,24.7,23.3,25.8
2021-12-17,Winthrop,24.7,24.3,24.8
2021-12-17,Chicago St,24.6,21.2,27.5
2021-12-17,Bucknell,24.6,25.7,24.1
2021-12-17,Grd Canyon,24.6,24.2,25.3
2021-12-17,Fla Atlantic,24.6,24.6,24.5
2021-12-17,Wake Forest,24.5,25.6,21.3
2021-12-17,Gard-Webb,24.4,25.5,23.6
2021-12-17,Baylor,24.4,25.8,21.7
2021-12-17,North Texas,24.4,25.7,23.5
2021-12-17,Oakland,24.4,31.0,23.7
2021-12-17,NC-Asheville,24.3,22.3,25.3
2021-12-17,Loyola-MD,24.2,20.0,26.0
2021-12-17,Penn State,24.1,23.0,25.8
2021-12-17,Wichita St,24.1,23.0,25.8
2021-12-17,Duke,24.0,27.3,16.3
2021-12-17,Houston,23.9,25.0,22.0
2021-12-17,Portland,23.9,27.2,21.2
2021-12-17,Xavier,23.9,25.3,20.3
2021-12-17,Missouri St,23.9,24.2,23.7
2021-12-17,Purdue,23.8,24.2,23.3
2021-12-17,Vermont,23.8,22.0,24.3
2021-12-17,Valparaiso,23.8,20.7,25.3
2021-12-17,Illinois St,23.8,23.4,24.3
2021-12-17,Seton Hall,23.8,23.8,23.7
2021-12-17,LA Tech,23.8,24.8,22.8
2021-12-17,S Methodist,23.7,24.5,21.7
2021-12-17,San Jose St,23.7,25.0,22.0
2021-12-17,LA Lafayette,23.5,21.7,24.6
2021-12-17,Oklahoma,23.5,24.2,22.8
2021-12-17,Bradley,23.4,23.8,23.2
2021-12-17,N Alabama,23.4,23.5,23.4
2021-12-17,Longwood,23.4,22.6,24.7
2021-12-17,Cincinnati,23.4,22.4,25.0
2021-12-17,NC State,23.3,24.1,21.3
2021-12-17,Stetson,23.3,23.7,23.0
2021-12-17,Butler,23.3,24.8,20.7
2021-12-17,Idaho,23.2,25.5,21.4
2021-12-17,N Dakota St,23.2,22.5,23.8
2021-12-17,Georgia St,23.1,26.0,22.7
2021-12-17,TX-San Ant,23.1,21.3,25.7
2021-12-17,Central FL,23.1,24.2,21.8
2021-12-17,Syracuse,23.1,24.8,22.0
2021-12-17,Nevada,23.0,21.0,24.2
2021-12-17,Utah,23.0,23.3,22.5
2021-12-17,Nicholls St,23.0,--,23.0
2021-12-17,St Fran (NY),22.9,30.0,21.1
2021-12-17,Drake,22.9,24.0,21.8
2021-12-17,Incar Word,22.9,23.4,22.3
2021-12-17,Wm & Mary,22.8,24.0,22.1
2021-12-17,E Carolina,22.8,24.1,19.7
2021-12-17,NJIT,22.8,19.0,25.8
2021-12-17,Wisconsin,22.7,23.0,22.4
2021-12-17,Arizona St,22.7,21.8,23.5
2021-12-17,Neb Omaha,22.7,19.3,25.0
2021-12-17,Davidson,22.7,22.3,22.8
2021-12-17,Idaho State,22.6,17.0,26.0
2021-12-17,St Johns,22.6,22.1,27.0
2021-12-17,Kent State,22.6,27.0,20.8
2021-12-17,Jksnville St,22.6,24.7,21.5
2021-12-17,Fairfield,22.5,20.7,23.3
2021-12-17,Army,22.5,22.5,22.5
2021-12-17,S Illinois,22.5,22.5,22.5
2021-12-17,NC A&T,22.5,--,22.5
2021-12-17,N Arizona,22.4,27.7,19.8
2021-12-17,Presbyterian,22.4,29.5,20.6
2021-12-17,S Dakota St,22.4,22.0,22.5
2021-12-17,Wyoming,22.3,23.4,21.0
2021-12-17,Portland St,22.3,20.0,23.5
2021-12-17,Weber State,22.3,25.3,20.8
2021-12-17,Marshall,22.3,22.6,22.0
2021-12-17,Towson,22.3,19.0,24.7
2021-12-17,Ohio State,22.3,22.3,22.3
2021-12-17,Drexel,22.2,26.5,21.0
2021-12-17,Loyola Mymt,22.2,22.0,22.5
2021-12-17,Texas Tech,22.2,21.7,23.3
2021-12-17,SC Upstate,22.2,24.7,21.0
2021-12-17,BYU,22.2,23.3,21.4
2021-12-17,Kansas St,22.2,22.0,22.7
2021-12-17,Georgetown,22.2,21.9,23.0
2021-12-17,Gonzaga,22.2,20.5,24.8
2021-12-17,Delaware,22.2,24.3,21.0
2021-12-17,Binghamton,22.1,28.0,19.8
2021-12-17,Northwestern,22.1,23.0,21.0
2021-12-17,Montana St,22.1,18.0,22.6
2021-12-17,N Mex State,22.1,25.7,20.6
2021-12-17,Iona,22.1,19.8,23.4
2021-12-17,Central Conn,22.1,21.0,22.3
2021-12-17,Connecticut,22.1,21.5,22.8
2021-12-17,Brown,22.1,22.0,22.1
2021-12-17,Miss Val St,22.0,24.5,21.2
2021-12-17,Marist,22.0,24.0,21.0
2021-12-17,VA Tech,22.0,22.8,21.0
2021-12-17,Hawaii,22.0,23.0,21.3
2021-12-17,McNeese St,22.0,--,22.0
2021-12-17,Central Ark,22.0,24.0,21.8
2021-12-17,Morehead St,22.0,26.0,20.9
2021-12-17,Boise State,22.0,22.7,21.2
2021-12-17,Mississippi,21.9,24.8,17.5
2021-12-17,WI-Milwkee,21.9,22.6,21.2
2021-12-17,Youngs St,21.9,20.4,23.8
2021-12-17,Charlotte,21.9,23.3,20.8
2021-12-17,Akron,21.9,21.3,22.2
2021-12-17,Merrimack,21.8,19.5,23.1
2021-12-17,Siena,21.8,20.0,23.0
2021-12-17,Central Mich,21.8,17.5,22.9
2021-12-17,Florida St,21.8,23.0,20.6
2021-12-17,New Mexico,21.8,21.8,21.8
2021-12-17,Radford,21.8,20.5,22.1
2021-12-17,UC San Diego,21.8,24.0,21.0
2021-12-17,Washington,21.8,21.4,22.3
2021-12-17,Lipscomb,21.7,24.5,21.0
2021-12-17,UCLA,21.7,23.0,20.0
2021-12-17,Air Force,21.7,21.8,21.6
2021-12-17,TX El Paso,21.6,23.8,19.5
2021-12-17,Pepperdine,21.6,21.3,21.8
2021-12-17,Morgan St,21.6,--,21.6
2021-12-17,Colorado St,21.6,19.2,24.5
2021-12-17,TN Martin,21.6,19.0,22.8
2021-12-17,St Marys,21.5,24.3,18.0
2021-12-17,SE Missouri,21.4,19.7,22.3
2021-12-17,LSU,21.4,21.9,20.3
2021-12-17,Minnesota,21.4,21.4,21.4
2021-12-17,UC Riverside,21.4,27.5,19.3
2021-12-17,Mass Lowell,21.4,19.0,21.7
2021-12-17,Duquesne,21.4,22.5,20.0
2021-12-17,Chattanooga,21.3,21.3,21.3
2021-12-17,Troy,21.3,23.3,20.3
2021-12-17,Abl Christian,21.3,20.3,22.3
2021-12-17,Maryland ES,21.3,--,21.3
2021-12-17,Murray St,21.3,20.5,21.6
2021-12-17,Kennesaw St,21.3,22.7,20.3
2021-12-17,Clemson,21.3,22.2,20.5
2021-12-17,S Carolina,21.2,18.8,24.3
2021-12-17,Providence,21.2,20.0,24.3
2021-12-17,Dixie State,21.0,23.0,19.5
2021-12-17,W Kentucky,21.0,20.2,22.0
2021-12-17,Tulane,21.0,21.5,20.6
2021-12-17,James Mad,21.0,21.3,20.8
2021-12-17,Boston U,20.9,19.0,21.6
2021-12-17,E Illinois,20.9,17.5,21.9
2021-12-17,Bellarmine,20.9,--,20.9
2021-12-17,DePaul,20.8,20.6,21.5
2021-12-17,Lamar,20.8,24.0,20.4
2021-12-17,Howard,20.8,17.5,21.8
2021-12-17,TN State,20.7,16.5,21.9
2021-12-17,WI-Grn Bay,20.7,21.7,20.2
2021-12-17,Kansas,20.7,23.8,18.2
2021-12-17,Stanford,20.7,20.7,20.7
2021-12-17,Iowa State,20.6,22.3,16.7
2021-12-17,S Car State,20.6,25.0,19.5
2021-12-17,Geo Wshgtn,20.5,19.6,21.1
2021-12-17,Hampton,20.4,20.0,20.5
2021-12-17,Arkansas,20.3,20.0,21.0
2021-12-17,N Carolina,20.3,19.0,22.3
2021-12-17,Temple,20.3,21.2,19.2
2021-12-17,Maine,20.2,14.0,21.4
2021-12-17,LA Monroe,20.1,19.0,20.6
2021-12-17,Campbell,20.1,19.0,20.6
2021-12-17,NC Central,20.1,--,20.1
2021-12-17,Northeastrn,20.1,19.8,20.3
2021-12-17,Creighton,20.1,20.7,19.4
2021-12-17,High Point,20.0,20.0,20.0
2021-12-17,E Michigan,20.0,20.5,19.6
2021-12-17,Toledo,20.0,19.5,20.1
2021-12-17,UAB,20.0,19.2,21.0
2021-12-17,IUPUI,20.0,18.7,20.7
2021-12-17,Maryland,20.0,21.4,16.7
2021-12-17,Columbia,19.9,21.0,19.0
2021-12-17,South Dakota,19.9,19.0,20.6
2021-12-17,Dayton,19.8,20.3,19.0
2021-12-17,TX-Pan Am,19.8,26.0,18.0
2021-12-17,Wright State,19.8,15.0,20.4
2021-12-17,Oregon,19.7,22.7,15.3
2021-12-17,Santa Clara,19.7,20.3,18.5
2021-12-17,UMKC,19.6,17.0,20.0
2021-12-17,Michigan,19.6,17.2,22.0
2021-12-17,Miami (FL),19.5,23.0,16.7
2021-12-17,Tulsa,19.5,19.4,19.5
2021-12-17,Texas,19.4,19.7,18.5
2021-12-17,Lehigh,19.4,23.0,16.6
2021-12-17,Montana,19.3,19.0,19.6
2021-12-17,SIU Edward,19.3,20.5,19.0
2021-12-17,Indiana,19.2,19.0,20.0
2021-12-17,Alabama St,19.2,20.0,18.9
2021-12-17,Coastal Car,19.1,18.0,20.7
2021-12-17,S Florida,19.1,19.6,16.0
2021-12-17,Rob Morris,19.1,19.0,19.2
2021-12-17,TX Christian,19.1,20.6,17.3
2021-12-17,Kentucky,19.1,19.3,18.5
2021-12-17,NW State,19.1,17.5,19.6
2021-12-17,W Virginia,19.1,19.6,18.0
2021-12-17,Denver,19.1,13.0,20.4
2021-12-17,Navy,19.0,24.0,17.6
2021-12-17,Texas A&M,19.0,21.4,16.0
2021-12-17,Rider,19.0,23.7,17.3
2021-12-17,N Illinois,19.0,16.0,19.4
2021-12-17,St Bonavent,19.0,19.7,18.0
2021-12-17,Michigan St,18.9,20.2,17.8
2021-12-17,F Dickinson,18.9,15.0,19.4
2021-12-17,Fresno St,18.9,19.8,17.8
2021-12-17,Georgia,18.9,18.5,19.7
2021-12-17,Missouri,18.9,18.4,19.5
2021-12-17,UC Davis,18.8,23.0,16.8
2021-12-17,Memphis,18.8,20.2,16.8
2021-12-17,Albany,18.8,19.3,18.6
2021-12-17,TX A&M-CC,18.6,25.0,17.7
2021-12-17,Sac State,18.6,17.0,19.8
2021-12-17,Miss State,18.5,18.1,19.3
2021-12-17,Oklahoma St,18.5,20.7,13.3
2021-12-17,Niagara,18.4,16.5,19.0
2021-12-17,TN Tech,18.4,17.7,18.8
2021-12-17,American,18.4,17.0,18.7
2021-12-17,NC-Grnsboro,18.4,21.0,16.9
2021-12-17,Delaware St,18.3,13.7,21.8
2021-12-17,Jackson St,18.3,--,18.3
2021-12-17,Cal Baptist,18.3,19.5,14.5
2021-12-17,San Diego St,18.2,17.2,19.5
2021-12-17,USC,18.2,22.3,13.2
2021-12-17,Monmouth,18.2,23.5,17.0
2021-12-17,GA Southern,18.1,21.0,17.7
2021-12-17,AR Lit Rock,18.1,19.5,17.7
2021-12-17,S Alabama,18.0,20.5,17.0
2021-12-17,Rutgers,18.0,17.5,18.8
2021-12-17,Saint Louis,17.9,18.0,17.8
2021-12-17,Virginia,17.9,17.0,19.3
2021-12-17,Prairie View,17.9,--,17.9
2021-12-17,Jacksonville,17.7,15.5,18.6
2021-12-17,Wagner,17.6,18.0,17.5
2021-12-17,St Peters,17.6,13.7,20.5
2021-12-17,Cleveland St,17.6,16.6,20.0
2021-12-17,Southern,17.6,15.0,17.9
2021-12-17,Alcorn State,17.2,--,17.2
2021-12-17,Houston Bap,17.2,17.0,17.3
2021-12-17,GA Tech,17.1,17.4,15.0
2021-12-17,Grambling St,17.0,--,17.0
2021-12-17,Pacific,16.9,17.0,16.8
2021-12-17,Oregon St,16.8,15.8,17.8
2021-12-17,Holy Cross,16.8,18.0,16.4
2021-12-17,Utah Val St,16.8,15.5,17.1
2021-12-17,VCU,16.7,14.7,19.2
2021-12-17,Colorado,16.7,17.3,15.8
2021-12-17,TX-Arlington,16.6,19.0,15.8
2021-12-17,Tarleton State,16.4,13.0,16.9
2021-12-17,St Fran (PA),16.3,30.0,14.3
2021-12-17,CS Fullerton,16.2,16.0,16.3
2021-12-17,UCSB,16.0,16.0,16.0
2021-12-17,UC Irvine,15.8,13.0,17.3
2021-12-17,Rhode Island,15.8,15.0,16.5
2021-12-17,Mt St Marys,15.8,17.0,15.3
2021-12-17,Alab A&M,15.8,17.0,15.6
2021-12-17,Ste F Austin,15.7,17.7,14.3
2021-12-17,Lg Beach St,15.7,18.5,14.9
2021-12-17,California,15.6,16.6,14.0
2021-12-17,Arkansas St,15.6,11.3,18.2
2021-12-17,Texas State,15.6,20.0,14.2
2021-12-17,Cal St Nrdge,15.6,15.3,15.8
2021-12-17,San Diego,15.6,18.5,13.2
2021-12-17,S Mississippi,15.4,18.3,14.0
2021-12-17,Beth-Cook,15.4,17.0,15.3
2021-12-17,Norfolk St,15.3,15.0,15.4
2021-12-17,Cal Poly,15.3,14.5,15.6
2021-12-17,Manhattan,15.3,14.3,15.8
2021-12-17,Boston Col,15.2,15.3,15.0
2021-12-17,TX Southern,14.8,--,14.8
2021-12-17,Pittsburgh,14.5,15.4,11.0
2021-12-17,Florida A&M,14.1,12.0,14.5
2021-12-17,New Orleans,13.0,13.0,13.0
2021-12-17,Old Dominion,13.0,11.7,13.6
2021-12-17,CS Bakersfld,11.2,9.0,11.8
2021-12-18,E Kentucky,34.9,32.5,36.8
2021-12-18,VA Military,32.8,29.0,33.3
2021-12-18,St. Thomas (MN),32.8,32.0,32.9
2021-12-18,Oral Roberts,32.4,35.3,30.6
2021-12-18,W Carolina,31.9,31.3,32.1
2021-12-18,Samford,30.9,36.0,28.8
2021-12-18,Citadel,29.5,29.0,29.6
2021-12-18,Lafayette,29.4,29.3,29.5
2021-12-18,Bryant,29.4,27.0,30.0
2021-12-18,Villanova,29.4,28.3,29.8
2021-12-18,Colgate,29.0,26.7,30.0
2021-12-18,Florida Intl,29.0,26.8,30.5
2021-12-18,W Illinois,28.9,27.7,29.6
2021-12-18,Princeton,28.8,27.6,29.8
2021-12-18,Coppin State,28.7,31.5,28.3
2021-12-18,Alabama,28.7,30.8,26.6
2021-12-18,Seattle,28.7,28.8,28.5
2021-12-18,Hofstra,28.7,27.3,29.3
2021-12-18,Tennessee,28.5,28.8,28.0
2021-12-18,Fla Gulf Cst,28.5,26.5,31.5
2021-12-18,Furman,28.5,25.8,30.0
2021-12-18,Cornell,28.4,32.0,26.2
2021-12-18,IL-Chicago,28.3,31.7,26.7
2021-12-18,Auburn,28.2,29.4,27.0
2021-12-18,San Fransco,28.0,29.6,21.5
2021-12-18,Liberty,27.9,29.7,27.0
2021-12-18,Sam Hous St,27.9,23.0,28.6
2021-12-18,U Mass,27.8,24.6,30.5
2021-12-18,Dartmouth,27.6,23.0,29.2
2021-12-18,Rice,27.5,26.8,28.0
2021-12-18,NC-Wilmgton,27.4,26.5,27.8
2021-12-18,St Josephs,27.4,25.7,31.3
2021-12-18,Harvard,27.1,31.0,24.3
2021-12-18,Charl South,27.1,30.5,26.0
2021-12-18,Geo Mason,27.1,26.4,27.8
2021-12-18,Evansville,27.1,23.8,29.0
2021-12-18,U Penn,27.1,28.5,26.8
2021-12-18,Quinnipiac,27.0,26.8,27.3
2021-12-18,Detroit,27.0,36.0,26.0
2021-12-18,E Tenn St,26.9,26.7,27.0
2021-12-18,Wofford,26.9,25.3,28.2
2021-12-18,Yale,26.7,26.2,27.0
2021-12-18,Ark Pine Bl,26.6,19.0,27.4
2021-12-18,S Utah,26.6,19.0,27.7
2021-12-18,Marquette,26.5,24.0,29.6
2021-12-18,Elon,26.3,28.0,25.5
2021-12-18,Belmont,26.3,29.0,25.0
2021-12-18,Maryland BC,26.3,25.7,26.6
2021-12-18,W Michigan,26.3,23.0,26.8
2021-12-18,Fordham,26.3,25.6,26.7
2021-12-18,Vanderbilt,26.2,25.7,28.0
2021-12-18,Canisius,26.2,27.8,25.2
2021-12-18,North Dakota,26.0,28.0,25.1
2021-12-18,SE Louisiana,26.0,--,26.0
2021-12-18,Richmond,26.0,29.3,24.1
2021-12-18,Louisville,25.9,25.8,26.0
2021-12-18,Ohio,25.9,24.6,27.5
2021-12-18,LIU,25.9,38.0,24.1
2021-12-18,N Iowa,25.9,21.8,31.3
2021-12-18,Illinois,25.8,26.8,24.3
2021-12-18,N Colorado,25.8,22.0,27.4
2021-12-18,Stony Brook,25.8,26.5,24.8
2021-12-18,E Washingtn,25.8,31.0,25.1
2021-12-18,Mercer,25.8,20.0,27.4
2021-12-18,Bowling Grn,25.8,28.7,24.0
2021-12-18,Miami (OH),25.7,26.0,25.5
2021-12-18,Austin Peay,25.7,--,25.7
2021-12-18,Col Charlestn,25.6,27.3,23.6
2021-12-18,Hartford,25.5,28.5,24.8
2021-12-18,Utah State,25.5,26.8,24.7
2021-12-18,Wash State,25.5,24.9,27.0
2021-12-18,Middle Tenn,25.4,24.0,26.2
2021-12-18,Buffalo,25.4,32.0,24.3
2021-12-18,Iowa,25.3,26.3,23.0
2021-12-18,Nebraska,25.3,24.6,27.0
2021-12-18,N Kentucky,25.1,21.8,29.7
2021-12-18,Loyola-Chi,25.1,25.4,24.8
2021-12-18,Florida,24.9,27.5,21.0
2021-12-18,Sacred Hrt,24.9,19.0,26.4
2021-12-18,La Salle,24.9,25.2,24.3
2021-12-18,Indiana St,24.9,28.0,24.5
2021-12-18,Notre Dame,24.9,26.7,23.5
2021-12-18,UNLV,24.8,26.0,22.8
2021-12-18,Arizona,24.8,24.8,24.8
2021-12-18,Ball State,24.8,26.0,24.3
2021-12-18,N Hampshire,24.7,26.0,24.2
2021-12-18,N Florida,24.7,29.0,24.2
2021-12-18,IPFW,24.7,23.3,25.8
2021-12-18,Winthrop,24.7,24.3,24.8
2021-12-18,App State,24.7,27.0,23.5
2021-12-18,Chicago St,24.6,21.2,27.5
2021-12-18,San Jose St,24.6,25.0,24.2
2021-12-18,Bucknell,24.6,25.7,24.1
2021-12-18,Grd Canyon,24.6,24.2,25.3
2021-12-18,Fla Atlantic,24.6,24.6,24.5
2021-12-18,Gard-Webb,24.4,25.5,23.6
2021-12-18,Baylor,24.4,25.8,21.7
2021-12-18,North Texas,24.4,25.7,23.5
2021-12-18,Oakland,24.4,31.0,23.7
2021-12-18,Wake Forest,24.3,25.6,21.8
2021-12-18,NC-Asheville,24.3,22.3,25.3
2021-12-18,Loyola-MD,24.2,20.0,26.0
2021-12-18,Penn State,24.1,23.0,25.8
2021-12-18,Wichita St,24.1,23.0,25.8
2021-12-18,Duke,24.0,27.3,16.3
2021-12-18,Houston,23.9,25.0,22.0
2021-12-18,Missouri St,23.9,24.2,23.7
2021-12-18,Xavier,23.9,25.3,20.3
2021-12-18,Purdue,23.8,24.2,23.3
2021-12-18,Vermont,23.8,22.0,24.3
2021-12-18,Seton Hall,23.8,23.8,23.7
2021-12-18,Illinois St,23.8,23.4,24.3
2021-12-18,Valparaiso,23.8,20.7,25.3
2021-12-18,LA Tech,23.8,24.8,22.8
2021-12-18,S Methodist,23.7,24.5,21.7
2021-12-18,N Dakota St,23.7,22.5,24.5
2021-12-18,Oklahoma,23.5,24.2,22.8
2021-12-18,LA Lafayette,23.5,21.7,24.6
2021-12-18,Bradley,23.4,23.8,23.2
2021-12-18,N Alabama,23.4,23.5,23.4
2021-12-18,Portland,23.4,25.7,21.2
2021-12-18,Longwood,23.4,22.6,24.7
2021-12-18,Cincinnati,23.4,22.4,25.0
2021-12-18,Stetson,23.3,23.7,23.0
2021-12-18,Butler,23.3,24.8,20.7
2021-12-18,Idaho,23.2,25.5,21.4
2021-12-18,NC State,23.2,24.1,21.5
2021-12-18,Georgia St,23.1,26.0,22.7
2021-12-18,Central FL,23.1,24.2,21.8
2021-12-18,Syracuse,23.1,24.8,22.0
2021-12-18,Utah,23.0,23.3,22.5
2021-12-18,Incar Word,23.0,23.4,22.5
2021-12-18,Nevada,23.0,21.0,24.2
2021-12-18,Nicholls St,23.0,--,23.0
2021-12-18,St Fran (NY),22.9,30.0,21.1
2021-12-18,Drake,22.9,24.0,21.8
2021-12-18,TX-San Ant,22.9,21.2,25.7
2021-12-18,Wm & Mary,22.8,24.0,22.1
2021-12-18,NJIT,22.8,19.0,25.8
2021-12-18,Arizona St,22.7,21.8,23.5
2021-12-18,Wisconsin,22.7,23.0,22.4
2021-12-18,Neb Omaha,22.7,19.3,25.0
2021-12-18,Davidson,22.7,22.3,22.8
2021-12-18,Idaho State,22.6,17.0,26.0
2021-12-18,St Johns,22.6,22.1,27.0
2021-12-18,Kent State,22.6,27.0,20.8
2021-12-18,Jksnville St,22.6,24.7,21.5
2021-12-18,NC A&T,22.5,--,22.5
2021-12-18,Fairfield,22.5,20.7,23.3
2021-12-18,VA Tech,22.5,22.8,22.2
2021-12-18,S Illinois,22.5,22.5,22.5
2021-12-18,Army,22.5,22.5,22.5
2021-12-18,E Carolina,22.5,24.1,19.5
2021-12-18,N Arizona,22.4,27.7,19.8
2021-12-18,Presbyterian,22.4,29.5,20.6
2021-12-18,S Dakota St,22.4,22.0,22.5
2021-12-18,Towson,22.3,19.0,24.7
2021-12-18,Weber State,22.3,25.3,20.8
2021-12-18,Portland St,22.3,20.0,23.5
2021-12-18,Marshall,22.3,22.6,22.0
2021-12-18,Wyoming,22.3,23.4,21.0
2021-12-18,Ohio State,22.3,22.3,22.3
2021-12-18,BYU,22.2,23.3,21.4
2021-12-18,Texas Tech,22.2,21.7,23.3
2021-12-18,Kansas St,22.2,22.0,22.7
2021-12-18,SC Upstate,22.2,24.7,21.0
2021-12-18,Loyola Mymt,22.2,22.0,22.5
2021-12-18,Drexel,22.2,26.5,21.0
2021-12-18,Georgetown,22.2,21.9,23.0
2021-12-18,Gonzaga,22.2,20.5,24.8
2021-12-18,Delaware,22.2,24.3,21.0
2021-12-18,Binghamton,22.1,28.0,19.8
2021-12-18,Northwestern,22.1,23.0,21.0
2021-12-18,Montana St,22.1,18.0,22.6
2021-12-18,N Mex State,22.1,25.7,20.6
2021-12-18,Central Conn,22.1,21.0,22.3
2021-12-18,Brown,22.1,22.0,22.1
2021-12-18,Iona,22.1,19.8,23.4
2021-12-18,Connecticut,22.1,21.5,22.8
2021-12-18,Boise State,22.0,22.7,21.2
2021-12-18,Central Ark,22.0,24.0,21.8
2021-12-18,Hawaii,22.0,23.0,21.3
2021-12-18,Marist,22.0,24.0,21.0
2021-12-18,McNeese St,22.0,--,22.0
2021-12-18,Morehead St,22.0,26.0,20.9
2021-12-18,Miss Val St,22.0,24.5,21.2
2021-12-18,WI-Milwkee,21.9,22.6,21.2
2021-12-18,Charlotte,21.9,23.3,21.0
2021-12-18,Mississippi,21.9,24.8,17.5
2021-12-18,Youngs St,21.9,20.4,23.8
2021-12-18,Akron,21.9,21.3,22.2
2021-12-18,Merrimack,21.8,19.5,23.1
2021-12-18,Siena,21.8,20.0,23.0
2021-12-18,Central Mich,21.8,17.5,22.9
2021-12-18,New Mexico,21.8,21.8,21.8
2021-12-18,Florida St,21.8,23.0,20.6
2021-12-18,Radford,21.8,20.5,22.1
2021-12-18,UC San Diego,21.8,24.0,21.0
2021-12-18,Washington,21.8,21.4,22.3
2021-12-18,Lipscomb,21.7,24.5,21.0
2021-12-18,UCLA,21.7,23.0,20.0
2021-12-18,Air Force,21.7,21.8,21.6
2021-12-18,TX El Paso,21.6,23.8,19.5
2021-12-18,Pepperdine,21.6,21.3,21.8
